resume_text,label
"Machine learning engineer skilled in Scikit-learn, Python, PyTorch, AWS SageMaker, Data Pipelines. Developed models for natural language processing. Experienced in deploying ML models using TensorFlow Serving, MLflow. Graduated with a degree in M.Sc in Data Science from Carnegie Mellon.",MLE
"Experienced software engineer with expertise in Python, C++, AWS, REST APIs, Linux. Previously worked at Amazon on mobile applications. Holds a degree in B.Tech in Information Technology from UC Berkeley.",SWE
"Data scientist proficient in Tableau, R, Machine Learning, Statistics, Jupyter. Conducted analysis on IoT sensor logs to uncover trends and support business decisions. Holds a Ph.D. in Machine Learning from UC Berkeley.",Data Science
"Data scientist proficient in Machine Learning, Tableau, Python, Big Data, ETL. Conducted analysis on healthcare records to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from University of Toronto.",Data Science
"Data scientist proficient in ETL, Data Visualization, Big Data, Machine Learning, Python. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a B.Sc in Computer Science from Carnegie Mellon.",Data Science
"Experienced software engineer with expertise in CI/CD, Linux, C++, Agile, AWS. Previously worked at Google on mobile applications. Holds a degree in M.Tech in Artificial Intelligence from Carnegie Mellon.",SWE
"Data scientist proficient in Data Visualization, Machine Learning, R, Python, SQL. Conducted analysis on IoT sensor logs to uncover trends and support business decisions. Holds a B.Sc in Computer Science from Georgia Tech.",Data Science
"Data scientist proficient in Python, Pandas, Jupyter, Big Data, Matplotlib. Conducted analysis on IoT sensor logs to uncover trends and support business decisions. Holds a B.Tech in Information Technology from UC Berkeley.",Data Science
"Experienced software engineer with expertise in C++, REST APIs, Linux, Docker, Git. Previously worked at Google on real-time analytics. Holds a degree in Ph.D. in Machine Learning from University of Toronto.",SWE
"Data scientist proficient in Python, Data Visualization, Pandas, R, SQL. Conducted analysis on healthcare records to uncover trends and support business decisions. Holds a M.Sc in Data Science from UC Berkeley.",Data Science
"Machine learning engineer skilled in Deep Learning, NLP, ML Ops, Computer Vision, Scikit-learn. Developed models for fraud detection. Experienced in deploying ML models using MLflow, TensorFlow Serving. Graduated with a degree in B.Tech in Information Technology from UC Berkeley.",MLE
"Machine learning engineer skilled in Deep Learning, ML Ops, Docker, PyTorch, AWS SageMaker. Developed models for predictive analytics. Experienced in deploying ML models using Kubernetes, MLflow. Graduated with a degree in B.Sc in Computer Science from Carnegie Mellon.",MLE
"Machine learning engineer skilled in PyTorch, ML Ops, Deep Learning, Scikit-learn, AWS SageMaker. Developed models for predictive analytics. Experienced in deploying ML models using AWS SageMaker, Kubernetes. Graduated with a degree in M.Tech in Artificial Intelligence from Carnegie Mellon.",MLE
"Experienced software engineer with expertise in Git, Linux, CI/CD, Python, C++. Previously worked at Google on microservice architecture. Holds a degree in M.Sc in Data Science from MIT.",SWE
"Experienced software engineer with expertise in CI/CD, AWS, Linux, C++, Python. Previously worked at Amazon on e-commerce platforms. Holds a degree in B.Sc in Computer Science from MIT.",SWE
"Experienced software engineer with expertise in Git, Python, SQL, C++, REST APIs. Previously worked at Airbnb on mobile applications. Holds a degree in M.Tech in Artificial Intelligence from MIT.",SWE
"Machine learning engineer skilled in PyTorch, Computer Vision, Deep Learning, Data Pipelines, Scikit-learn. Developed models for image recognition. Experienced in deploying ML models using Docker, Kubernetes. Graduated with a degree in M.Sc in Data Science from MIT.",MLE
"Experienced software engineer with expertise in Linux, REST APIs, Git, Kubernetes, Java. Previously worked at Facebook on mobile applications. Holds a degree in B.Tech in Information Technology from University of Toronto.",SWE
"Experienced software engineer with expertise in REST APIs, Java, Python, CI/CD, SQL. Previously worked at Netflix on cloud-native applications. Holds a degree in B.Sc in Computer Science from Stanford University.",SWE
"Machine learning engineer skilled in PyTorch, AWS SageMaker, TensorFlow, Spark, NLP. Developed models for image recognition. Experienced in deploying ML models using MLflow, Docker. Graduated with a degree in B.Sc in Computer Science from Stanford University.",MLE
"Experienced software engineer with expertise in Git, Java, SQL, Linux, Docker. Previously worked at Facebook on mobile applications. Holds a degree in Ph.D. in Machine Learning from MIT.",SWE
"Machine learning engineer skilled in Deep Learning, Spark, Data Pipelines, Scikit-learn, Python. Developed models for natural language processing. Experienced in deploying ML models using Kubernetes, AWS SageMaker. Graduated with a degree in B.Tech in Information Technology from Georgia Tech.",MLE
"Data scientist proficient in Data Visualization, Tableau, Matplotlib, Statistics, Big Data. Conducted analysis on healthcare records to uncover trends and support business decisions. Holds a B.Sc in Computer Science from Stanford University.",Data Science
"Machine learning engineer skilled in AWS SageMaker, Python, Spark, Data Pipelines, NLP. Developed models for recommendation systems. Experienced in deploying ML models using TensorFlow Serving, Docker. Graduated with a degree in M.Tech in Artificial Intelligence from UC Berkeley.",MLE
"Experienced software engineer with expertise in REST APIs, Git, CI/CD, Python, AWS. Previously worked at Airbnb on real-time analytics. Holds a degree in Ph.D. in Machine Learning from Carnegie Mellon.",SWE
"Data scientist proficient in R, Big Data, Tableau, ETL, SQL. Conducted analysis on healthcare records to uncover trends and support business decisions. Holds a Ph.D. in Machine Learning from Carnegie Mellon.",Data Science
"Machine learning engineer skilled in Computer Vision, TensorFlow, Python, PyTorch, Docker. Developed models for fraud detection. Experienced in deploying ML models using TensorFlow Serving, Docker. Graduated with a degree in Ph.D. in Machine Learning from Georgia Tech.",MLE
"Machine learning engineer skilled in TensorFlow, PyTorch, Scikit-learn, Docker, Deep Learning. Developed models for image recognition. Experienced in deploying ML models using TensorFlow Serving, AWS SageMaker. Graduated with a degree in M.Tech in Artificial Intelligence from Stanford University.",MLE
"Experienced software engineer with expertise in AWS, Docker, Python, Linux, Agile. Previously worked at Google on mobile applications. Holds a degree in M.Tech in Artificial Intelligence from Stanford University.",SWE
"Experienced software engineer with expertise in C++, Python, Java, Linux, Agile. Previously worked at Netflix on mobile applications. Holds a degree in Ph.D. in Machine Learning from Georgia Tech.",SWE
"Data scientist proficient in SQL, Matplotlib, R, Big Data, Jupyter. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from Stanford University.",Data Science
"Data scientist proficient in Matplotlib, R, Statistics, Pandas, ETL. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from Georgia Tech.",Data Science
"Data scientist proficient in Statistics, R, Data Visualization, Tableau, Jupyter. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a M.Sc in Data Science from University of Toronto.",Data Science
"Data scientist proficient in Jupyter, Python, Pandas, Machine Learning, Matplotlib. Conducted analysis on healthcare records to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from UC Berkeley.",Data Science
"Data scientist proficient in Python, Matplotlib, R, Big Data, Data Visualization. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a M.Sc in Data Science from Carnegie Mellon.",Data Science
"Experienced software engineer with expertise in Linux, AWS, Kubernetes, Agile, C++. Previously worked at Netflix on microservice architecture. Holds a degree in B.Sc in Computer Science from UC Berkeley.",SWE
"Experienced software engineer with expertise in Java, SQL, Agile, C++, CI/CD. Previously worked at Amazon on real-time analytics. Holds a degree in B.Tech in Information Technology from UC Berkeley.",SWE
"Data scientist proficient in Python, Matplotlib, ETL, Data Visualization, SQL. Conducted analysis on IoT sensor logs to uncover trends and support business decisions. Holds a B.Sc in Computer Science from Georgia Tech.",Data Science
"Machine learning engineer skilled in NLP, ML Ops, TensorFlow, Data Pipelines, Scikit-learn. Developed models for natural language processing. Experienced in deploying ML models using Docker, AWS SageMaker. Graduated with a degree in B.Tech in Information Technology from University of Toronto.",MLE
"Machine learning engineer skilled in ML Ops, NLP, Docker, AWS SageMaker, TensorFlow. Developed models for fraud detection. Experienced in deploying ML models using Kubernetes, AWS SageMaker. Graduated with a degree in B.Tech in Information Technology from Stanford University.",MLE
"Data scientist proficient in Matplotlib, Tableau, Pandas, ETL, Machine Learning. Conducted analysis on healthcare records to uncover trends and support business decisions. Holds a B.Tech in Information Technology from University of Toronto.",Data Science
"Machine learning engineer skilled in Python, PyTorch, Deep Learning, Data Pipelines, AWS SageMaker. Developed models for natural language processing. Experienced in deploying ML models using AWS SageMaker, TensorFlow Serving. Graduated with a degree in B.Tech in Information Technology from MIT.",MLE
"Experienced software engineer with expertise in AWS, Docker, Git, C++, SQL. Previously worked at Microsoft on real-time analytics. Holds a degree in M.Sc in Data Science from Georgia Tech.",SWE
"Data scientist proficient in Data Visualization, Matplotlib, Big Data, ETL, Pandas. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from Carnegie Mellon.",Data Science
"Experienced software engineer with expertise in Git, Java, AWS, Agile, Python. Previously worked at Airbnb on microservice architecture. Holds a degree in M.Tech in Artificial Intelligence from Stanford University.",SWE
"Machine learning engineer skilled in TensorFlow, AWS SageMaker, Deep Learning, ML Ops, Spark. Developed models for natural language processing. Experienced in deploying ML models using TensorFlow Serving, MLflow. Graduated with a degree in Ph.D. in Machine Learning from Georgia Tech.",MLE
"Machine learning engineer skilled in Spark, PyTorch, TensorFlow, Scikit-learn, Computer Vision. Developed models for recommendation systems. Experienced in deploying ML models using MLflow, Docker. Graduated with a degree in M.Sc in Data Science from Carnegie Mellon.",MLE
"Experienced software engineer with expertise in SQL, REST APIs, Docker, Kubernetes, Git. Previously worked at Netflix on e-commerce platforms. Holds a degree in B.Sc in Computer Science from Carnegie Mellon.",SWE
"Data scientist proficient in R, Pandas, SQL, Matplotlib, Data Visualization. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a M.Sc in Data Science from Stanford University.",Data Science
"Machine learning engineer skilled in AWS SageMaker, Computer Vision, Data Pipelines, TensorFlow, Python. Developed models for image recognition. Experienced in deploying ML models using TensorFlow Serving, MLflow. Graduated with a degree in Ph.D. in Machine Learning from MIT.",MLE
"Experienced software engineer with expertise in Agile, Java, Docker, Linux, C++. Previously worked at Google on mobile applications. Holds a degree in B.Tech in Information Technology from Stanford University.",SWE
"Data scientist proficient in Pandas, ETL, Tableau, Big Data, R. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a Ph.D. in Machine Learning from Georgia Tech.",Data Science
"Data scientist proficient in Matplotlib, Pandas, Big Data, Statistics, SQL. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from University of Toronto.",Data Science
"Data scientist proficient in R, Big Data, Tableau, SQL, Jupyter. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from University of Toronto.",Data Science
"Machine learning engineer skilled in Docker, Computer Vision, Scikit-learn, AWS SageMaker, Python. Developed models for natural language processing. Experienced in deploying ML models using Kubernetes, Docker. Graduated with a degree in B.Tech in Information Technology from Carnegie Mellon.",MLE
"Experienced software engineer with expertise in Agile, Java, Git, SQL, Kubernetes. Previously worked at Facebook on e-commerce platforms. Holds a degree in Ph.D. in Machine Learning from MIT.",SWE
"Data scientist proficient in Data Visualization, Statistics, Python, Big Data, Machine Learning. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a B.Tech in Information Technology from UC Berkeley.",Data Science
"Machine learning engineer skilled in PyTorch, Docker, NLP, Spark, AWS SageMaker. Developed models for fraud detection. Experienced in deploying ML models using AWS SageMaker, Docker. Graduated with a degree in B.Tech in Information Technology from University of Toronto.",MLE
"Data scientist proficient in Python, Statistics, Pandas, Big Data, Machine Learning. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from UC Berkeley.",Data Science
"Machine learning engineer skilled in Scikit-learn, Docker, Data Pipelines, Deep Learning, PyTorch. Developed models for image recognition. Experienced in deploying ML models using TensorFlow Serving, Docker. Graduated with a degree in B.Sc in Computer Science from University of Toronto.",MLE
"Experienced software engineer with expertise in Kubernetes, C++, SQL, AWS, Python. Previously worked at Amazon on microservice architecture. Holds a degree in B.Sc in Computer Science from Georgia Tech.",SWE
"Data scientist proficient in R, Statistics, ETL, Big Data, SQL. Conducted analysis on IoT sensor logs to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from Carnegie Mellon.",Data Science
"Machine learning engineer skilled in TensorFlow, ML Ops, Deep Learning, Spark, PyTorch. Developed models for natural language processing. Experienced in deploying ML models using Kubernetes, AWS SageMaker. Graduated with a degree in B.Tech in Information Technology from MIT.",MLE
"Data scientist proficient in Pandas, Python, Machine Learning, Jupyter, ETL. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from Stanford University.",Data Science
"Machine learning engineer skilled in Scikit-learn, NLP, ML Ops, Docker, Deep Learning. Developed models for recommendation systems. Experienced in deploying ML models using AWS SageMaker, Docker. Graduated with a degree in B.Sc in Computer Science from Georgia Tech.",MLE
"Experienced software engineer with expertise in SQL, Java, AWS, Docker, C++. Previously worked at Microsoft on microservice architecture. Holds a degree in M.Sc in Data Science from Carnegie Mellon.",SWE
"Data scientist proficient in Python, Tableau, SQL, ETL, Machine Learning. Conducted analysis on IoT sensor logs to uncover trends and support business decisions. Holds a Ph.D. in Machine Learning from Stanford University.",Data Science
"Experienced software engineer with expertise in C++, CI/CD, REST APIs, Git, Kubernetes. Previously worked at Facebook on mobile applications. Holds a degree in M.Sc in Data Science from UC Berkeley.",SWE
"Machine learning engineer skilled in ML Ops, TensorFlow, Docker, Scikit-learn, Deep Learning. Developed models for recommendation systems. Experienced in deploying ML models using TensorFlow Serving, AWS SageMaker. Graduated with a degree in M.Tech in Artificial Intelligence from Carnegie Mellon.",MLE
"Machine learning engineer skilled in AWS SageMaker, Docker, Python, PyTorch, NLP. Developed models for natural language processing. Experienced in deploying ML models using AWS SageMaker, Docker. Graduated with a degree in B.Sc in Computer Science from Stanford University.",MLE
"Machine learning engineer skilled in Deep Learning, TensorFlow, AWS SageMaker, Computer Vision, ML Ops. Developed models for natural language processing. Experienced in deploying ML models using Kubernetes, TensorFlow Serving. Graduated with a degree in M.Sc in Data Science from University of Toronto.",MLE
"Experienced software engineer with expertise in Kubernetes, REST APIs, Java, CI/CD, C++. Previously worked at Airbnb on real-time analytics. Holds a degree in M.Tech in Artificial Intelligence from UC Berkeley.",SWE
"Machine learning engineer skilled in Scikit-learn, Python, ML Ops, Docker, Spark. Developed models for natural language processing. Experienced in deploying ML models using Docker, AWS SageMaker. Graduated with a degree in M.Tech in Artificial Intelligence from MIT.",MLE
"Data scientist proficient in ETL, Machine Learning, SQL, Pandas, Statistics. Conducted analysis on IoT sensor logs to uncover trends and support business decisions. Holds a M.Sc in Data Science from University of Toronto.",Data Science
"Data scientist proficient in R, Pandas, Data Visualization, Tableau, Matplotlib. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a M.Sc in Data Science from Stanford University.",Data Science
"Machine learning engineer skilled in TensorFlow, Deep Learning, AWS SageMaker, Python, PyTorch. Developed models for natural language processing. Experienced in deploying ML models using MLflow, Docker. Graduated with a degree in B.Tech in Information Technology from University of Toronto.",MLE
"Data scientist proficient in Big Data, Jupyter, SQL, R, Matplotlib. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from MIT.",Data Science
"Machine learning engineer skilled in ML Ops, Scikit-learn, NLP, Python, Spark. Developed models for natural language processing. Experienced in deploying ML models using MLflow, Kubernetes. Graduated with a degree in M.Sc in Data Science from Georgia Tech.",MLE
"Experienced software engineer with expertise in Java, Kubernetes, REST APIs, Python, Docker. Previously worked at Airbnb on real-time analytics. Holds a degree in M.Sc in Data Science from Carnegie Mellon.",SWE
"Data scientist proficient in Big Data, Statistics, Data Visualization, Matplotlib, ETL. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a B.Tech in Information Technology from Georgia Tech.",Data Science
"Experienced software engineer with expertise in Docker, Git, Java, C++, SQL. Previously worked at Airbnb on microservice architecture. Holds a degree in B.Tech in Information Technology from Carnegie Mellon.",SWE
"Machine learning engineer skilled in Docker, Data Pipelines, Computer Vision, Deep Learning, TensorFlow. Developed models for predictive analytics. Experienced in deploying ML models using Kubernetes, Docker. Graduated with a degree in M.Tech in Artificial Intelligence from Georgia Tech.",MLE
"Machine learning engineer skilled in PyTorch, AWS SageMaker, Deep Learning, Computer Vision, Data Pipelines. Developed models for fraud detection. Experienced in deploying ML models using AWS SageMaker, Docker. Graduated with a degree in M.Tech in Artificial Intelligence from Georgia Tech.",MLE
"Data scientist proficient in SQL, Matplotlib, Pandas, Data Visualization, Python. Conducted analysis on IoT sensor logs to uncover trends and support business decisions. Holds a B.Tech in Information Technology from Carnegie Mellon.",Data Science
"Machine learning engineer skilled in NLP, Data Pipelines, PyTorch, TensorFlow, Spark. Developed models for recommendation systems. Experienced in deploying ML models using Kubernetes, TensorFlow Serving. Graduated with a degree in Ph.D. in Machine Learning from UC Berkeley.",MLE
"Machine learning engineer skilled in Scikit-learn, PyTorch, Computer Vision, ML Ops, AWS SageMaker. Developed models for predictive analytics. Experienced in deploying ML models using Docker, TensorFlow Serving. Graduated with a degree in B.Tech in Information Technology from UC Berkeley.",MLE
"Experienced software engineer with expertise in Docker, Agile, Python, CI/CD, SQL. Previously worked at Microsoft on e-commerce platforms. Holds a degree in Ph.D. in Machine Learning from Stanford University.",SWE
"Experienced software engineer with expertise in Git, AWS, SQL, Linux, Agile. Previously worked at Facebook on real-time analytics. Holds a degree in M.Sc in Data Science from MIT.",SWE
"Data scientist proficient in Pandas, Jupyter, Tableau, Machine Learning, Matplotlib. Conducted analysis on healthcare records to uncover trends and support business decisions. Holds a Ph.D. in Machine Learning from Georgia Tech.",Data Science
"Machine learning engineer skilled in Scikit-learn, AWS SageMaker, Docker, Spark, Data Pipelines. Developed models for predictive analytics. Experienced in deploying ML models using AWS SageMaker, MLflow. Graduated with a degree in M.Sc in Data Science from Carnegie Mellon.",MLE
"Machine learning engineer skilled in TensorFlow, Python, PyTorch, Docker, Deep Learning. Developed models for recommendation systems. Experienced in deploying ML models using MLflow, TensorFlow Serving. Graduated with a degree in B.Tech in Information Technology from UC Berkeley.",MLE
"Experienced software engineer with expertise in AWS, C++, Docker, CI/CD, REST APIs. Previously worked at Amazon on e-commerce platforms. Holds a degree in B.Sc in Computer Science from Stanford University.",SWE
"Machine learning engineer skilled in Computer Vision, Spark, Deep Learning, Python, Data Pipelines. Developed models for recommendation systems. Experienced in deploying ML models using AWS SageMaker, Kubernetes. Graduated with a degree in B.Tech in Information Technology from University of Toronto.",MLE
"Experienced software engineer with expertise in Linux, AWS, REST APIs, Python, Java. Previously worked at Amazon on real-time analytics. Holds a degree in B.Sc in Computer Science from Georgia Tech.",SWE
"Machine learning engineer skilled in ML Ops, Scikit-learn, Spark, NLP, Deep Learning. Developed models for fraud detection. Experienced in deploying ML models using TensorFlow Serving, AWS SageMaker. Graduated with a degree in B.Tech in Information Technology from University of Toronto.",MLE
"Machine learning engineer skilled in Data Pipelines, Scikit-learn, NLP, TensorFlow, ML Ops. Developed models for natural language processing. Experienced in deploying ML models using Docker, TensorFlow Serving. Graduated with a degree in M.Sc in Data Science from Stanford University.",MLE
"Experienced software engineer with expertise in CI/CD, SQL, Docker, Python, Kubernetes. Previously worked at Amazon on e-commerce platforms. Holds a degree in Ph.D. in Machine Learning from Stanford University.",SWE
"Experienced software engineer with expertise in REST APIs, Python, Git, Linux, Kubernetes. Previously worked at Microsoft on real-time analytics. Holds a degree in Ph.D. in Machine Learning from University of Toronto.",SWE
"Experienced software engineer with expertise in Kubernetes, Java, REST APIs, Agile, SQL. Previously worked at Google on e-commerce platforms. Holds a degree in Ph.D. in Machine Learning from University of Toronto.",SWE
"Experienced software engineer with expertise in Kubernetes, Java, SQL, CI/CD, AWS. Previously worked at Facebook on e-commerce platforms. Holds a degree in M.Tech in Artificial Intelligence from UC Berkeley.",SWE
"Experienced software engineer with expertise in Docker, Java, CI/CD, Git, C++. Previously worked at Google on real-time analytics. Holds a degree in B.Sc in Computer Science from Stanford University.",SWE
"Data scientist proficient in Jupyter, R, Pandas, Big Data, Machine Learning. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a B.Sc in Computer Science from Carnegie Mellon.",Data Science
"Data scientist proficient in Big Data, Statistics, ETL, Machine Learning, Jupyter. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a M.Sc in Data Science from University of Toronto.",Data Science
"Data scientist proficient in Pandas, ETL, R, Jupyter, Statistics. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a B.Tech in Information Technology from Stanford University.",Data Science
"Machine learning engineer skilled in Docker, ML Ops, Spark, Deep Learning, NLP. Developed models for fraud detection. Experienced in deploying ML models using MLflow, TensorFlow Serving. Graduated with a degree in M.Sc in Data Science from UC Berkeley.",MLE
"Data scientist proficient in ETL, Data Visualization, SQL, Jupyter, Big Data. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a B.Sc in Computer Science from University of Toronto.",Data Science
"Data scientist proficient in Matplotlib, Big Data, ETL, SQL, Python. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a B.Tech in Information Technology from University of Toronto.",Data Science
"Machine learning engineer skilled in Deep Learning, Docker, AWS SageMaker, ML Ops, NLP. Developed models for natural language processing. Experienced in deploying ML models using Kubernetes, TensorFlow Serving. Graduated with a degree in Ph.D. in Machine Learning from Georgia Tech.",MLE
"Data scientist proficient in Python, Tableau, R, Data Visualization, SQL. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a B.Tech in Information Technology from UC Berkeley.",Data Science
"Data scientist proficient in Pandas, ETL, Statistics, Python, Matplotlib. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a B.Tech in Information Technology from University of Toronto.",Data Science
"Machine learning engineer skilled in Python, PyTorch, Spark, AWS SageMaker, Deep Learning. Developed models for image recognition. Experienced in deploying ML models using Kubernetes, AWS SageMaker. Graduated with a degree in M.Tech in Artificial Intelligence from Stanford University.",MLE
"Data scientist proficient in Jupyter, Tableau, Statistics, SQL, Python. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a B.Sc in Computer Science from MIT.",Data Science
"Data scientist proficient in Big Data, Python, R, Machine Learning, Data Visualization. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a B.Tech in Information Technology from UC Berkeley.",Data Science
"Machine learning engineer skilled in AWS SageMaker, Deep Learning, Scikit-learn, PyTorch, Computer Vision. Developed models for fraud detection. Experienced in deploying ML models using MLflow, TensorFlow Serving. Graduated with a degree in M.Sc in Data Science from UC Berkeley.",MLE
"Data scientist proficient in Python, Pandas, R, ETL, SQL. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from Stanford University.",Data Science
"Machine learning engineer skilled in Docker, NLP, Python, TensorFlow, Spark. Developed models for image recognition. Experienced in deploying ML models using TensorFlow Serving, MLflow. Graduated with a degree in Ph.D. in Machine Learning from UC Berkeley.",MLE
"Machine learning engineer skilled in Deep Learning, TensorFlow, Data Pipelines, PyTorch, ML Ops. Developed models for image recognition. Experienced in deploying ML models using Kubernetes, MLflow. Graduated with a degree in B.Sc in Computer Science from MIT.",MLE
"Data scientist proficient in SQL, Big Data, Data Visualization, Machine Learning, ETL. Conducted analysis on healthcare records to uncover trends and support business decisions. Holds a B.Sc in Computer Science from Stanford University.",Data Science
"Machine learning engineer skilled in Data Pipelines, Python, TensorFlow, NLP, AWS SageMaker. Developed models for natural language processing. Experienced in deploying ML models using AWS SageMaker, Docker. Graduated with a degree in M.Tech in Artificial Intelligence from Carnegie Mellon.",MLE
"Data scientist proficient in ETL, Jupyter, R, Pandas, Machine Learning. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a B.Tech in Information Technology from Georgia Tech.",Data Science
"Data scientist proficient in R, SQL, Jupyter, Big Data, Matplotlib. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a B.Tech in Information Technology from Carnegie Mellon.",Data Science
"Machine learning engineer skilled in Computer Vision, Python, Data Pipelines, Docker, AWS SageMaker. Developed models for image recognition. Experienced in deploying ML models using MLflow, AWS SageMaker. Graduated with a degree in B.Sc in Computer Science from UC Berkeley.",MLE
"Machine learning engineer skilled in PyTorch, ML Ops, AWS SageMaker, Docker, Data Pipelines. Developed models for natural language processing. Experienced in deploying ML models using MLflow, Docker. Graduated with a degree in B.Sc in Computer Science from Georgia Tech.",MLE
"Data scientist proficient in ETL, R, Jupyter, Big Data, Statistics. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a B.Tech in Information Technology from Stanford University.",Data Science
"Experienced software engineer with expertise in CI/CD, Python, REST APIs, Agile, AWS. Previously worked at Airbnb on microservice architecture. Holds a degree in M.Sc in Data Science from UC Berkeley.",SWE
"Experienced software engineer with expertise in REST APIs, CI/CD, Kubernetes, Java, Python. Previously worked at Netflix on real-time analytics. Holds a degree in M.Tech in Artificial Intelligence from Georgia Tech.",SWE
"Experienced software engineer with expertise in Python, Kubernetes, Linux, Git, Docker. Previously worked at Amazon on microservice architecture. Holds a degree in M.Tech in Artificial Intelligence from UC Berkeley.",SWE
"Experienced software engineer with expertise in CI/CD, Git, REST APIs, C++, Linux. Previously worked at Amazon on e-commerce platforms. Holds a degree in B.Tech in Information Technology from UC Berkeley.",SWE
"Data scientist proficient in Tableau, Pandas, SQL, Jupyter, Data Visualization. Conducted analysis on healthcare records to uncover trends and support business decisions. Holds a B.Tech in Information Technology from University of Toronto.",Data Science
"Experienced software engineer with expertise in AWS, Python, Git, Linux, REST APIs. Previously worked at Netflix on e-commerce platforms. Holds a degree in M.Tech in Artificial Intelligence from University of Toronto.",SWE
"Machine learning engineer skilled in Spark, Deep Learning, PyTorch, Scikit-learn, TensorFlow. Developed models for predictive analytics. Experienced in deploying ML models using AWS SageMaker, Docker. Graduated with a degree in M.Sc in Data Science from University of Toronto.",MLE
"Data scientist proficient in Big Data, Tableau, ETL, Python, Matplotlib. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from Stanford University.",Data Science
"Machine learning engineer skilled in TensorFlow, Scikit-learn, Computer Vision, Docker, NLP. Developed models for image recognition. Experienced in deploying ML models using Kubernetes, AWS SageMaker. Graduated with a degree in B.Tech in Information Technology from Stanford University.",MLE
"Machine learning engineer skilled in Spark, TensorFlow, Python, Computer Vision, PyTorch. Developed models for recommendation systems. Experienced in deploying ML models using MLflow, Kubernetes. Graduated with a degree in M.Tech in Artificial Intelligence from MIT.",MLE
"Data scientist proficient in Big Data, Python, Pandas, Tableau, R. Conducted analysis on healthcare records to uncover trends and support business decisions. Holds a B.Tech in Information Technology from MIT.",Data Science
"Data scientist proficient in Pandas, Statistics, Jupyter, Matplotlib, Machine Learning. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a B.Sc in Computer Science from Carnegie Mellon.",Data Science
"Experienced software engineer with expertise in C++, Python, Docker, Agile, Java. Previously worked at Amazon on e-commerce platforms. Holds a degree in B.Tech in Information Technology from University of Toronto.",SWE
"Data scientist proficient in Data Visualization, Jupyter, Tableau, Matplotlib, Pandas. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a Ph.D. in Machine Learning from Stanford University.",Data Science
"Experienced software engineer with expertise in Linux, C++, Agile, Git, CI/CD. Previously worked at Airbnb on microservice architecture. Holds a degree in B.Tech in Information Technology from UC Berkeley.",SWE
"Machine learning engineer skilled in Data Pipelines, NLP, Deep Learning, ML Ops, Spark. Developed models for predictive analytics. Experienced in deploying ML models using Docker, MLflow. Graduated with a degree in Ph.D. in Machine Learning from Stanford University.",MLE
"Data scientist proficient in Tableau, ETL, Data Visualization, Matplotlib, R. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a Ph.D. in Machine Learning from Stanford University.",Data Science
"Experienced software engineer with expertise in Linux, Python, Git, Docker, Kubernetes. Previously worked at Facebook on real-time analytics. Holds a degree in M.Sc in Data Science from University of Toronto.",SWE
